Brands,Type,SKU,MPN,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Sale price,Date sale price starts,Date sale price ends,Regular price,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Shipping class,Allow customer reviews?,Purchase note,Categories,Tags,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:_dtb_seo_title,meta:_dtb_seo_description,ID
Columbia Taping Tools,variation,FSB16,FSB16,"Columbia Fat Boy Smoothing Blades 16"" (FSB16)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Fat Boy Smoothing Blades,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-03.webp,,,FSB,,,,,,142,Brand,Columbia Taping Tools,1,1,0,Size,"16""",1.0,1.0,1.0,"Columbia Fat Boy Smoothing Blades 16"" (FSB16)",Structured temp variation for Columbia Fat Boy Smoothing Blades.,
Columbia Taping Tools,variation,FSB18,FSB18,"Columbia Fat Boy Smoothing Blades 18"" (FSB18)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Fat Boy Smoothing Blades,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-03.webp,,,FSB,,,,,,143,Brand,Columbia Taping Tools,1,1,0,Size,"18""",1.0,1.0,1.0,"Columbia Fat Boy Smoothing Blades 18"" (FSB18)",Structured temp variation for Columbia Fat Boy Smoothing Blades.,
Columbia Taping Tools,variation,FSB24,FSB24,"Columbia Fat Boy Smoothing Blades 24"" (FSB24)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Fat Boy Smoothing Blades,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-03.webp,,,FSB,,,,,,144,Brand,Columbia Taping Tools,1,1,0,Size,"24""",1.0,1.0,1.0,"Columbia Fat Boy Smoothing Blades 24"" (FSB24)",Structured temp variation for Columbia Fat Boy Smoothing Blades.,
Columbia Taping Tools,variation,FSB32,FSB32,"Columbia Fat Boy Smoothing Blades 32"" (FSB32)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Fat Boy Smoothing Blades,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-03.webp,,,FSB,,,,,,145,Brand,Columbia Taping Tools,1,1,0,Size,"32""",1.0,1.0,1.0,"Columbia Fat Boy Smoothing Blades 32"" (FSB32)",Structured temp variation for Columbia Fat Boy Smoothing Blades.,
Columbia Taping Tools,variation,FSB40,FSB40,"Columbia Fat Boy Smoothing Blades 40"" (FSB40)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Fat Boy Smoothing Blades,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-03.webp,,,FSB,,,,,,146,Brand,Columbia Taping Tools,1,1,0,Size,"40""",1.0,1.0,1.0,"Columbia Fat Boy Smoothing Blades 40"" (FSB40)",Structured temp variation for Columbia Fat Boy Smoothing Blades.,
Columbia Taping Tools,variation,FSB48,FSB48,"Columbia Fat Boy Smoothing Blades 48"" (FSB48)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Fat Boy Smoothing Blades,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-03.webp,,,FSB,,,,,,147,Brand,Columbia Taping Tools,1,1,0,Size,"48""",1.0,1.0,1.0,"Columbia Fat Boy Smoothing Blades 48"" (FSB48)",Structured temp variation for Columbia Fat Boy Smoothing Blades.,
Columbia Taping Tools,variation,FSB7,FSB7,"Columbia Fat Boy Smoothing Blades 7"" (FSB7)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Fat Boy Smoothing Blades,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-inch-FSB7-03.webp,,,FSB,,,,,,138,Brand,Columbia Taping Tools,1,1,0,Size,"7""",1.0,1.0,1.0,"Columbia Fat Boy Smoothing Blades 7"" (FSB7)",Structured temp variation for Columbia Fat Boy Smoothing Blades.,
Columbia Taping Tools,variation,GN-STD,GN,Columbia Gooseneck Standard (GN),0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Pumps > Pumps,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-gooseneck-gn-GN-01.webp,,,GN,,,,,,128,Brand,Columbia Taping Tools,1,1,0,Model,GN,1.0,1.0,1.0,Columbia Gooseneck GN (GN),Structured temp variation for Columbia Gooseneck.,
Columbia Taping Tools,variation,ICA2-1,ICA2-1,"Columbia Inside Corner Applicator 2"" (ICA2-1)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Applicators > Applicators,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-corner-applicator-2-inch-ICA2-1-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-corner-applicator-2-inch-ICA2-1-02.webp,,,ICA,,,,,,10,Brand,Columbia Taping Tools,1,1,0,Size,"2""",1.0,1.0,1.0,"Columbia Inside Corner Applicator 2"" (ICA2-1)",Structured temp variation for Columbia Inside Corner Applicator.,
Columbia Taping Tools,variation,ICA4-1,ICA4-1,"Columbia Inside Corner Applicator 4"" (ICA4-1)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Applicators > Applicators,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-corner-applicator-4-inch-ICA4-1-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-corner-applicator-4-inch-ICA4-1-02.webp,,,ICA,,,,,,11,Brand,Columbia Taping Tools,1,1,0,Size,"4""",1.0,1.0,1.0,"Columbia Inside Corner Applicator 4"" (ICA4-1)",Structured temp variation for Columbia Inside Corner Applicator.,
Columbia Taping Tools,variation,MH39,MH,"Columbia The Matrix Box Handles 39"" (MH)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Handles,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-grooved-mud-heads-FMH-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-05.webp,,,MH,,,,,,108,Brand,Columbia Taping Tools,1,1,0,Size,"39""",1.0,1.0,1.0,"Columbia The Matrix Box Handles 39"" (MH)",Structured temp variation for Columbia The Matrix Box Handles.,
Columbia Taping Tools,variation,MHL,MHL,"Columbia The Matrix Box Handles 40"" (MHL)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Handles,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-05.webp,,,MH,,,,,,109,Brand,Columbia Taping Tools,1,1,0,Size,"40""",1.0,1.0,1.0,"Columbia The Matrix Box Handles 40"" (MHL)",Structured temp variation for Columbia The Matrix Box Handles.,
Columbia Taping Tools,variation,MHS,MHS,"Columbia The Matrix Box Handles 29"" (MHS)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Handles,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-05.webp,,,MH,,,,,,107,Brand,Columbia Taping Tools,1,1,0,Size,"29""",1.0,1.0,1.0,"Columbia The Matrix Box Handles 29"" (MHS)",Structured temp variation for Columbia The Matrix Box Handles.,
Columbia Taping Tools,variation,NPK1.5,NPK1.5,"Columbia Nylon Putty Knife 1.5"" (NPK1.5)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,NPK,,,,,,206,Brand,Columbia Taping Tools,1,1,0,Size,"1.5""",1.0,1.0,1.0,"Columbia Nylon Putty Knife 1.5"" (NPK1.5)","Columbia Nylon Putty Knife 1.5"" — stainless steel blade, nylon handle with hammer head.",
Columbia Taping Tools,variation,NPK10,NPK10,"Columbia Nylon Putty Knife 10"" (NPK10)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,NPK,,,,,,213,Brand,Columbia Taping Tools,1,1,0,Size,"10""",1.0,1.0,1.0,"Columbia Nylon Putty Knife 10"" (NPK10)","Columbia Nylon Putty Knife 10"" — stainless steel blade, nylon handle with hammer head.",
Columbia Taping Tools,variation,NPK2,NPK2,"Columbia Nylon Putty Knife 2"" (NPK2)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,NPK,,,,,,207,Brand,Columbia Taping Tools,1,1,0,Size,"2""",1.0,1.0,1.0,"Columbia Nylon Putty Knife 2"" (NPK2)","Columbia Nylon Putty Knife 2"" — stainless steel blade, nylon handle with hammer head.",
Columbia Taping Tools,variation,NPK3,NPK3,"Columbia Nylon Putty Knife 3"" (NPK3)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,NPK,,,,,,208,Brand,Columbia Taping Tools,1,1,0,Size,"3""",1.0,1.0,1.0,"Columbia Nylon Putty Knife 3"" (NPK3)","Columbia Nylon Putty Knife 3"" — stainless steel blade, nylon handle with hammer head.",
Columbia Taping Tools,variation,NPK4,NPK4,"Columbia Nylon Putty Knife 4"" (NPK4)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,NPK,,,,,,209,Brand,Columbia Taping Tools,1,1,0,Size,"4""",1.0,1.0,1.0,"Columbia Nylon Putty Knife 4"" (NPK4)","Columbia Nylon Putty Knife 4"" — stainless steel blade, nylon handle with hammer head.",
Columbia Taping Tools,variation,NPK5,NPK5,"Columbia Nylon Putty Knife 5"" (NPK5)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,NPK,,,,,,210,Brand,Columbia Taping Tools,1,1,0,Size,"5""",1.0,1.0,1.0,"Columbia Nylon Putty Knife 5"" (NPK5)","Columbia Nylon Putty Knife 5"" — stainless steel blade, nylon handle with hammer head.",
Columbia Taping Tools,variation,NPK6,NPK6,"Columbia Nylon Putty Knife 6"" (NPK6)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,NPK,,,,,,211,Brand,Columbia Taping Tools,1,1,0,Size,"6""",1.0,1.0,1.0,"Columbia Nylon Putty Knife 6"" (NPK6)","Columbia Nylon Putty Knife 6"" — stainless steel blade, nylon handle with hammer head.",
Columbia Taping Tools,variation,NPK8,NPK8,"Columbia Nylon Putty Knife 8"" (NPK8)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,NPK,,,,,,212,Brand,Columbia Taping Tools,1,1,0,Size,"8""",1.0,1.0,1.0,"Columbia Nylon Putty Knife 8"" (NPK8)","Columbia Nylon Putty Knife 8"" — stainless steel blade, nylon handle with hammer head.",
Columbia Taping Tools,variation,OPBS,OPBS,Columbia Bucket Scoops - One Piece Bucket Scoop (OPBS),0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Bucket Scoops,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-04.webp,,,BUCKET-SCOOPS,,,,,,73,Brand,Columbia Taping Tools,1,1,0,Model,One Piece Bucket Scoop,1.0,1.0,1.0,Columbia Bucket Scoops - One Piece Bucket Scoop (OPBS),Structured temp variation for Columbia Bucket Scoops.,
Columbia Taping Tools,variation,OPPK1.5,OPPK1.5,"Columbia One Piece Putty Knife 1.5"" (OPPK1.5)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,OPPK,,,,,,231,Brand,Columbia Taping Tools,1,1,0,Size,"1.5""",1.0,1.0,1.0,"Columbia One Piece Putty Knife 1.5"" (OPPK1.5)","Columbia One Piece Putty Knife 1.5"" — single-piece stainless steel, full-tang construction.",
Columbia Taping Tools,variation,OPPK10-1,OPPK10-1,Columbia One Piece Putty Knife 10-in-1 Multi Tool (OPPK10-1),0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,OPPK,,,,,,238,Brand,Columbia Taping Tools,1,1,0,Size,10-in-1 Multi Tool,1.0,1.0,1.0,Columbia One Piece Putty Knife 10-in-1 Multi Tool (OPPK10-1),"Columbia One Piece Putty Knife 10-in-1 Multi Tool — single-piece stainless steel, full-tang construction.",
Columbia Taping Tools,variation,OPPK2,OPPK2,"Columbia One Piece Putty Knife 2"" (OPPK2)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,OPPK,,,,,,232,Brand,Columbia Taping Tools,1,1,0,Size,"2""",1.0,1.0,1.0,"Columbia One Piece Putty Knife 2"" (OPPK2)","Columbia One Piece Putty Knife 2"" — single-piece stainless steel, full-tang construction.",
Columbia Taping Tools,variation,OPPK3,OPPK3,"Columbia One Piece Putty Knife 3"" (OPPK3)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,OPPK,,,,,,233,Brand,Columbia Taping Tools,1,1,0,Size,"3""",1.0,1.0,1.0,"Columbia One Piece Putty Knife 3"" (OPPK3)","Columbia One Piece Putty Knife 3"" — single-piece stainless steel, full-tang construction.",
Columbia Taping Tools,variation,OPPK4,OPPK4,"Columbia One Piece Putty Knife 4"" (OPPK4)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,OPPK,,,,,,234,Brand,Columbia Taping Tools,1,1,0,Size,"4""",1.0,1.0,1.0,"Columbia One Piece Putty Knife 4"" (OPPK4)","Columbia One Piece Putty Knife 4"" — single-piece stainless steel, full-tang construction.",
Columbia Taping Tools,variation,OPPK5,OPPK5,"Columbia One Piece Putty Knife 5"" (OPPK5)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,OPPK,,,,,,235,Brand,Columbia Taping Tools,1,1,0,Size,"5""",1.0,1.0,1.0,"Columbia One Piece Putty Knife 5"" (OPPK5)","Columbia One Piece Putty Knife 5"" — single-piece stainless steel, full-tang construction.",
Columbia Taping Tools,variation,OPPK6,OPPK6,"Columbia One Piece Putty Knife 6"" (OPPK6)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,OPPK,,,,,,236,Brand,Columbia Taping Tools,1,1,0,Size,"6""",1.0,1.0,1.0,"Columbia One Piece Putty Knife 6"" (OPPK6)","Columbia One Piece Putty Knife 6"" — single-piece stainless steel, full-tang construction.",
Columbia Taping Tools,variation,OPPK8,OPPK8,"Columbia One Piece Putty Knife 8"" (OPPK8)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Putty Knives,,,,,OPPK,,,,,,237,Brand,Columbia Taping Tools,1,1,0,Size,"8""",1.0,1.0,1.0,"Columbia One Piece Putty Knife 8"" (OPPK8)","Columbia One Piece Putty Knife 8"" — single-piece stainless steel, full-tang construction.",
Columbia Taping Tools,simple,PC1H,PC1H,Columbia Predator One Handle,0,0,visible,Genuine Columbia Taping Tools OEM handle or extension — Columbia Predator One Handle. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: PC1H.,<p><strong>Columbia Predator One Handle</strong> is a genuine OEM handle or extension for Columbia Taping Tools automatic taping systems. This handle or extension component provides the mechanical linkage between the operator and the tool head. Correct handle fit is essential for controlled compound pressure and consistent application angle.</p><p>Order by part number <strong>PC1H</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>PC1H</td></tr></tbody></table>,,,,,taxable,,1,100,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,"PC1H, predator handle, one handle system, automatic taping parts, carbon fiber handle",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_07.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_08.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-mud-pump-HMP-01.webp,,,,,,,,,221,Brand,Columbia Taping Tools,1,1,0,,,,,0,Columbia Predator One Handle System - PC1H | OEM Part,Genuine Columbia PC1H OEM Predator One handle. Provides the critical mechanical linkage for controlled compound pressure and consistent results.,
Columbia Taping Tools,simple,PC1HEXT,PC1HEXT,Columbia 3-5' Predator One  Extendable Handle,0,0,visible,Genuine Columbia Taping Tools OEM handle or extension — Columbia 3-5' Predator One  Extendable Handle. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: PC1HEXT.,<p><strong>Columbia 3-5' Predator One  Extendable Handle</strong> is a genuine OEM handle or extension for Columbia Taping Tools automatic taping systems. This handle or extension component provides the mechanical linkage between the operator and the tool head. Correct handle fit is essential for controlled compound pressure and consistent application angle.</p><p>Order by part number <strong>PC1HEXT</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>PC1HEXT</td></tr></tbody></table>,,,,,taxable,,1,100,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,"PC1HEXT, predator handle, extendable handle, telescopic handle, carbon fiber handle",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_07.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_08.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-mud-pump-HMP-01.webp,,,,,,,,,199,Brand,Columbia Taping Tools,1,1,0,,,,,0,Columbia 3-5' Predator One Extendable Handle - PC1HEXT,"Genuine Columbia PC1HEXT OEM Predator extendable handle. Lightweight, durable design provides superior reach and control for automatic taping.",
Columbia Taping Tools,simple,PCHXL,PCHXL,Columbia 4-8' Predator Long Extendable Handle,0,0,visible,Genuine Columbia Taping Tools OEM handle or extension — Columbia 4-8' Predator Long Extendable Handle. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: PCHXL.,<p><strong>Columbia 4-8' Predator Long Extendable Handle</strong> is a genuine OEM handle or extension for Columbia Taping Tools automatic taping systems. This handle or extension component provides the mechanical linkage between the operator and the tool head. Correct handle fit is essential for controlled compound pressure and consistent application angle.</p><p>Order by part number <strong>PCHXL</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>PCHXL</td></tr></tbody></table>,,,,,taxable,,1,100,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,"predator handle, extendable handle, PCHXL, telescopic handle, carbon fiber handle",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_07.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-predator-family_08.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-mud-pump-HMP-01.webp,,,,,,,,,202,Brand,Columbia Taping Tools,1,1,0,,,,,0,Columbia 4-8' Predator Long Extendable Handle - PCHXL,Genuine Columbia PCHXL OEM Predator long extendable handle. Professional-grade reach and control for high-volume automatic taping and finishing.,
