Brands,SKU,MPN,Name,Type,Description,Short description,Regular price,Sale price,Images,Categories,Tags,Position,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_dtb_seo_title,meta:_dtb_seo_description
Columbia Taping Tools,14FFBA,14FFBA,Columbia 14&#34; Automatic Flat Box,simple,"<p>Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations.</p>",Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt14ffba.webp,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes,"Columbia Tools, 14FFBA, drywall taping tool, finishing tool, columbia",12,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 14&#34; Automatic Flat Box | 14FFBA,Professional drywall taping tool: Columbia 14&#34; Automatic Flat Box (Part: 14FFBA). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,25AH,25AH,Columbia 2.5″ Anglehead,simple,"<p>The Columbia 2.5&Prime; Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box these tools deliver great corner. They run like they are on ice and leave a finish that is ready to paint.</p>",The Columbia 2.5&Prime; Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful loo...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt25ah.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 25AH, drywall taping tool, finishing tool, columbia",13,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 2.5″ Anglehead | 25AH,Professional drywall taping tool: Columbia 2.5″ Anglehead (Part: 25AH). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,25CSF,25CSF,Columbia 2.5&#34; Combo Flusher,simple,"<p>Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checke...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt25csf.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 25CSF, drywall taping tool, finishing tool, columbia",14,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 2.5&#34; Combo Flusher | 25CSF,Professional drywall taping tool: Columbia 2.5&#34; Combo Flusher (Part: 25CSF). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,25DF,25DF,Columbia 2.5&#34; Direct Corner Flusher,simple,"<p>Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground an...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt25df.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 25DF, drywall taping tool, finishing tool, columbia",15,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 2.5&#34; Direct Corner Flusher | 25DF,Professional drywall taping tool: Columbia 2.5&#34; Direct Corner Flusher (Part: 25DF). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,25SF,25SF,Columbia 2.5&#34; Standard Corner Flusher,simple,"<p>Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt25sf.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 25SF, drywall taping tool, finishing tool, columbia",16,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 2.5&#34; Standard Corner Flusher | 25SF,Professional drywall taping tool: Columbia 2.5&#34; Standard Corner Flusher (Part: 25SF). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,2AH,2AH,Columbia 2″ Anglehead,simple,"<p>The Columbia 2&Prime; Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box these tools deliver great corner. They run like they are on ice and leave a finish that is ready to paint.</p>",The Columbia 2&Prime; Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt2ah.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 2AH, drywall taping tool, finishing tool, columbia",17,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 2″ Anglehead | 2AH,Professional drywall taping tool: Columbia 2″ Anglehead (Part: 2AH). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,2NS,2NS,Columbia 2″ Nailspotter,simple,<p>The Columbia 2&Prime; Nailspotter is a big improvement in screw finishing. It has the option of having wheels or the traditional skid plate. It is light weight and has an easy to adjust thumb screw for swivel tension. By far the best Nailspotter on the market.</p>,The Columbia 2&Prime; Nailspotter is a big improvement in screw finishing. It has the option of having wheels or the traditional skid plate. It is...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt2ns.webp,Drywall Finishing Tools > Columbia Taping Tools > Spotters,"Columbia Tools, 2NS, drywall taping tool, finishing tool, columbia",18,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 2″ Nailspotter | 2NS,Professional drywall taping tool: Columbia 2″ Nailspotter (Part: 2NS). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,35AH,35AH,Columbia 3.5″ Anglehead,simple,"<p>The Columbia 3.5&Prime; Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box these tools deliver great corner. They run like they are on ice and leave a finish that is ready to paint.</p>",The Columbia 3.5&Prime; Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful loo...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt35ah.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 35AH, drywall taping tool, finishing tool, columbia",19,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 3.5″ Anglehead | 35AH,Professional drywall taping tool: Columbia 3.5″ Anglehead (Part: 35AH). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,35CSF,35CSF,Columbia 3.5&#34; Combo Flusher,simple,"<p>Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checke...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt35csf.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 35CSF, drywall taping tool, finishing tool, columbia",20,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 3.5&#34; Combo Flusher | 35CSF,Professional drywall taping tool: Columbia 3.5&#34; Combo Flusher (Part: 35CSF). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,35DF,35DF,Columbia 3.5&#34; Direct Corner Flusher,simple,"<p>Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground an...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt35df.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 35DF, drywall taping tool, finishing tool, columbia",21,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 3.5&#34; Direct Corner Flusher | 35DF,Professional drywall taping tool: Columbia 3.5&#34; Direct Corner Flusher (Part: 35DF). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,35SF,35SF,Columbia 3.5&#34; Standard Corner Flusher,simple,"<p>Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt35sf.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 35SF, drywall taping tool, finishing tool, columbia",22,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 3.5&#34; Standard Corner Flusher | 35SF,Professional drywall taping tool: Columbia 3.5&#34; Standard Corner Flusher (Part: 35SF). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,3AH,3AH,Columbia 3″ Anglehead,simple,"<p>The Columbia 3&Prime; Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box these tools deliver great corner. They run like they are on ice and leave a finish that is ready to paint.</p>",The Columbia 3&Prime; Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt3ah.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 3AH, drywall taping tool, finishing tool, columbia",23,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 3″ Anglehead | 3AH,Professional drywall taping tool: Columbia 3″ Anglehead (Part: 3AH). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,3BBH,3BBH,Columbia 36&#34; 180-Grip Bent Flat Box Handle,simple,"<p>Columbia 36"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180&ordm; angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers.&nbsp;</p>","Columbia 36"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180&ordm; angle span. Grips the axle with a tremendous a...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt3bbh.webp,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,"Columbia Tools, 3BBH, drywall taping tool, finishing tool, columbia",24,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 36&#34; 180-Grip Bent Flat Box Handle | 3BBH,Professional drywall taping tool: Columbia 36&#34; 180-Grip Bent Flat Box Handle (Part: 3BBH). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,3BH,3BH,Columbia 36&#34; 180-Grip Flat Box Handle,simple,"<p>The New 36"" Feather Weight 180&ordm; handle allows for a full braking capability over the entire 180&ordm; angle span. Grips the axle with a tremendous amount of pressure to eliminate the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns.</p>","The New 36"" Feather Weight 180&ordm; handle allows for a full braking capability over the entire 180&ordm; angle span. Grips the axle with a tremen...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt3bh.webp,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,"Columbia Tools, 3BH, drywall taping tool, finishing tool, columbia",25,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 36&#34; 180-Grip Flat Box Handle | 3BH,Professional drywall taping tool: Columbia 36&#34; 180-Grip Flat Box Handle (Part: 3BH). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,3CSF,3CSF,Columbia 3&#34; Combo Flusher,simple,"<p>Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checke...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt3csf.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 3CSF, drywall taping tool, finishing tool, columbia",26,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 3&#34; Combo Flusher | 3CSF,Professional drywall taping tool: Columbia 3&#34; Combo Flusher (Part: 3CSF). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Taping Tools,3DF,3DF,Columbia 3&#34; Direct Corner Flusher,simple,"<p>Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>","Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground an...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctt3df.webp,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, 3DF, drywall taping tool, finishing tool, columbia",27,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1,Columbia 3&#34; Direct Corner Flusher | 3DF,Professional drywall taping tool: Columbia 3&#34; Direct Corner Flusher (Part: 3DF). Columbia Tools quality. High-performance finishing equipment for contractors.
